order_id,order_date,customer_id,seller_id,category,price,region,seller_rating,payment_method,is_returned
101641,2024-03-03,C03523,S0584,Fashion,717.12,Karnataka,4.77,COD,0
101642,2024-07-07,C00418,S0322,Fashion,708.41,Tamil Nadu,3.8,COD,1
101643,2024-12-25,C04302,S0436,Footwear,860.97,Uttar Pradesh,4.27,Card,0
101644,2024-02-18,C01193,S0344,Home & Kitchen,910.54,Delhi,3.57,COD,0
101645,2024-11-22,C04861,S0381,Fashion,547.37,Kerala,4.42,UPI,0
101646,2024-09-13,C03271,S0175,Electronics,1883.55,Tamil Nadu,4.07,UPI,0
101647,2024-08-11,C00895,S0421,Fashion,489.06,Kerala,3.87,COD,0
101648,2024-05-20,C04275,S0250,Fashion,612.13,Telangana,5.0,Card,0
101649,2025-04-22,C00319,S0599,Electronics,2007.94,Uttar Pradesh,3.73,COD,0
101650,2024-08-02,C01376,S0561,Fashion,452.01,West Bengal,4.69,UPI,0
101651,2025-03-10,C01106,S0319,Home & Kitchen,879.02,Telangana,3.4,COD,1
101652,2025-01-13,C02059,S0356,Accessories,591.46,Delhi,3.31,COD,1
101653,2025-03-15,C01377,S0159,Beauty & Personal Care,417.67,Telangana,4.81,Card,0
101654,2024-07-29,C04585,S0355,Fashion,431.33,Kerala,5.0,COD,0
101655,2024-11-13,C04379,S0248,Electronics,2350.6,Karnataka,3.56,COD,1
101656,2024-02-01,C00295,S0251,Fashion,405.7,Delhi,3.5,Card,0
101657,2024-06-06,C00906,S0119,Accessories,369.39,Kerala,3.73,UPI,0
101658,2024-10-11,C04072,S0573,Beauty & Personal Care,397.89,Tamil Nadu,4.54,UPI,0
101659,2024-10-31,C03610,S0551,Electronics,1695.97,Maharashtra,3.94,COD,0
101660,2025-03-04,C00056,S0170,Home & Kitchen,883.93,West Bengal,4.28,UPI,0
101661,2025-04-21,C02665,S0594,Fashion,357.77,Kerala,4.52,UPI,1
101662,2024-10-12,C03563,S0078,Home & Kitchen,1212.87,West Bengal,3.39,COD,0
101663,2024-05-23,C03433,S0376,Footwear,563.89,Uttar Pradesh,4.07,COD,1
101664,2025-02-27,C03016,S0301,Beauty & Personal Care,508.22,West Bengal,3.8,COD,0
101665,2024-01-19,C04440,S0262,Fashion,942.47,Maharashtra,3.87,Card,0
101666,2024-01-18,C04678,S0200,Fashion,781.81,Tamil Nadu,3.58,COD,1
101667,2024-09-13,C02075,S0227,Beauty & Personal Care,317.8,West Bengal,2.68,COD,0
101668,2024-03-18,C00525,S0398,Accessories,482.06,Telangana,2.65,Card,1
101669,2025-01-05,C04460,S0583,Beauty & Personal Care,345.53,Delhi,3.05,COD,1
101670,2024-06-23,C04064,S0026,Electronics,2845.97,West Bengal,4.91,UPI,0
101671,2025-05-12,C03237,S0118,Footwear,783.09,Maharashtra,3.09,COD,0
101672,2024-07-12,C00880,S0129,Home & Kitchen,1241.78,Tamil Nadu,3.0,Card,0
101673,2025-04-20,C03958,S0548,Electronics,1217.56,Telangana,4.06,COD,0
101674,2024-04-22,C03866,S0014,Fashion,700.07,Maharashtra,5.0,COD,1
101675,2024-04-23,C01323,S0540,Home & Kitchen,575.57,Uttar Pradesh,3.4,NetBanking,1
101676,2024-08-09,C02071,S0519,Electronics,1520.34,West Bengal,5.0,UPI,0
101677,2024-06-14,C02251,S0553,Electronics,709.66,Kerala,3.99,UPI,0
101678,2025-03-10,C03985,S0311,Electronics,2496.99,Delhi,4.71,COD,0
101679,2024-11-14,C02146,S0072,Home & Kitchen,569.22,Telangana,4.21,NetBanking,0
101680,2024-05-11,C03440,S0450,Accessories,370.33,Karnataka,3.42,UPI,0
101681,2025-01-19,C00021,S0194,Electronics,1758.32,Uttar Pradesh,3.32,COD,0
101682,2024-09-20,C04359,S0066,Home & Kitchen,1061.77,Kerala,5.0,COD,0
101683,2025-02-16,C02582,S0017,Fashion,643.95,Delhi,2.81,COD,0
101684,2024-02-24,C03865,S0186,Home & Kitchen,1859.54,Karnataka,4.44,UPI,0
101685,2024-12-24,C03134,S0545,Fashion,814.03,Uttar Pradesh,2.87,UPI,1
101686,2024-05-10,C01124,S0229,Footwear,638.29,Rajasthan,5.0,COD,1
101687,2024-10-14,C03813,S0248,Fashion,676.9,Gujarat,2.24,Card,1
101688,2024-09-22,C00606,S0053,Home & Kitchen,1068.26,Tamil Nadu,4.34,Card,1
101689,2025-04-02,C03323,S0008,Electronics,718.31,Delhi,3.47,UPI,1
101690,2025-04-11,C04188,S0485,Electronics,1358.67,Karnataka,3.52,UPI,0
101691,2024-12-31,C02715,S0567,Beauty & Personal Care,386.68,Kerala,2.77,UPI,0
101692,2024-06-10,C04234,S0170,Footwear,1037.58,Telangana,3.87,Card,0
101693,2025-01-14,C01689,S0047,Fashion,809.42,Kerala,3.2,COD,1
101694,2025-04-25,C02816,S0498,Beauty & Personal Care,291.44,Gujarat,4.38,UPI,1
101695,2024-03-27,C04927,S0525,Home & Kitchen,1006.91,West Bengal,3.39,UPI,1
101696,2024-02-24,C01835,S0321,Electronics,1712.24,Gujarat,3.42,COD,1
101697,2025-04-20,C03904,S0563,Home & Kitchen,1137.38,Delhi,3.68,UPI,0
101698,2024-10-14,C00601,S0001,Fashion,932.6,Tamil Nadu,4.38,COD,0
101699,2024-06-26,C04614,S0466,Accessories,362.8,Uttar Pradesh,4.58,Card,0
101700,2025-01-25,C04038,S0411,Fashion,886.42,Maharashtra,2.32,COD,1
101701,2024-12-14,C00777,S0481,Home & Kitchen,561.06,Delhi,3.32,NetBanking,1
101702,2024-01-08,C01695,S0523,Footwear,409.01,Telangana,4.07,UPI,0
101703,2024-11-16,C01224,S0242,Beauty & Personal Care,346.91,Tamil Nadu,4.25,Card,0
101704,2024-11-08,C01233,S0588,Fashion,581.78,Tamil Nadu,4.69,Card,1
101705,2024-09-03,C03921,S0421,Electronics,998.87,Gujarat,3.63,Card,0
101706,2024-11-18,C02956,S0366,Fashion,743.27,Rajasthan,4.35,COD,1
101707,2025-04-16,C02401,S0136,Beauty & Personal Care,263.38,Delhi,3.69,COD,0
101708,2025-04-15,C02753,S0034,Electronics,1316.56,Rajasthan,3.2,COD,0
101709,2025-03-18,C04010,S0392,Electronics,1045.72,Rajasthan,3.79,UPI,0
101710,2024-09-11,C04994,S0275,Beauty & Personal Care,267.58,Rajasthan,4.49,UPI,0
101711,2024-11-23,C03072,S0430,Accessories,349.66,Gujarat,3.31,UPI,1
101712,2024-02-23,C04443,S0588,Fashion,927.86,Tamil Nadu,3.66,NetBanking,1
101713,2024-09-05,C00947,S0528,Beauty & Personal Care,342.75,Uttar Pradesh,3.85,COD,1
101714,2024-08-26,C03285,S0400,Electronics,2900.74,Telangana,2.91,COD,0
101715,2024-08-16,C02148,S0094,Footwear,464.06,Kerala,3.71,UPI,0
101716,2024-03-07,C00847,S0582,Fashion,301.16,West Bengal,3.91,COD,0
101717,2024-02-20,C02908,S0596,Accessories,174.98,Maharashtra,4.77,COD,0
101718,2024-04-06,C02294,S0530,Accessories,332.72,Telangana,3.78,COD,1
101719,2024-04-01,C03685,S0283,Footwear,889.45,Rajasthan,4.24,NetBanking,0
101720,2025-05-09,C03111,S0291,Electronics,1661.76,Telangana,3.55,UPI,0
101721,2024-09-20,C04025,S0311,Beauty & Personal Care,553.41,Karnataka,3.8,Card,0
101722,2025-02-21,C00952,S0438,Fashion,801.06,Rajasthan,4.18,NetBanking,1
101723,2024-10-17,C00417,S0247,Fashion,796.22,Maharashtra,4.2,COD,0
101724,2024-04-05,C01712,S0219,Accessories,417.38,Gujarat,4.1,UPI,0
101725,2024-03-28,C03499,S0569,Home & Kitchen,1432.47,Maharashtra,4.33,UPI,0
101726,2024-03-18,C02486,S0274,Accessories,377.39,Kerala,3.89,UPI,1
101727,2024-10-14,C01322,S0425,Electronics,855.06,Kerala,4.51,COD,0
101728,2024-04-29,C01915,S0455,Home & Kitchen,1140.34,Uttar Pradesh,4.37,COD,1
101729,2024-10-28,C01559,S0083,Beauty & Personal Care,702.5,Telangana,3.44,COD,0
101730,2025-05-05,C02583,S0192,Electronics,2947.76,West Bengal,4.92,COD,0
101731,2025-02-03,C02783,S0501,Footwear,490.84,Rajasthan,4.13,COD,0
101732,2025-03-27,C04399,S0568,Beauty & Personal Care,251.92,Tamil Nadu,3.75,COD,0
101733,2025-05-14,C00392,S0383,Electronics,2876.96,Uttar Pradesh,3.83,COD,0
101734,2024-06-13,C02085,S0553,Footwear,880.67,Telangana,5.0,Card,1
101735,2024-06-30,C00366,S0123,Fashion,832.32,Maharashtra,3.63,COD,0
101736,2025-04-13,C00271,S0586,Footwear,560.99,Kerala,3.14,Card,0
101737,2025-02-01,C03188,S0270,Fashion,754.8,Rajasthan,4.34,Card,0
101738,2024-08-10,C02597,S0089,Accessories,333.39,West Bengal,4.59,COD,1
101739,2024-11-06,C04719,S0533,Footwear,802.52,Delhi,3.13,UPI,1
101740,2025-03-07,C00630,S0527,Electronics,1275.52,West Bengal,4.66,COD,0
101741,2025-04-10,C01677,S0365,Beauty & Personal Care,652.22,Delhi,2.46,COD,1
101742,2024-01-07,C03970,S0447,Electronics,2524.69,West Bengal,3.62,COD,1
101743,2024-11-25,C03016,S0503,Electronics,1831.56,Gujarat,4.12,COD,0
101744,2024-09-19,C04852,S0064,Fashion,635.1,Kerala,3.49,COD,1
101745,2024-06-09,C00779,S0137,Home & Kitchen,868.46,Gujarat,3.91,COD,0
101746,2024-05-30,C04988,S0577,Electronics,1610.74,Delhi,4.99,COD,1
101747,2024-03-25,C00556,S0162,Electronics,2712.35,Gujarat,3.25,COD,0
101748,2024-05-26,C03211,S0140,Fashion,739.27,West Bengal,3.71,COD,0
101749,2024-04-21,C04869,S0093,Footwear,752.55,Uttar Pradesh,4.33,UPI,0
101750,2025-01-15,C04650,S0144,Electronics,904.58,Rajasthan,3.7,UPI,0
101751,2025-02-06,C01774,S0062,Fashion,1118.29,Telangana,3.77,COD,1
101752,2024-02-05,C01947,S0104,Home & Kitchen,1426.84,Kerala,5.0,COD,0
101753,2024-10-11,C03066,S0448,Footwear,1021.86,Rajasthan,2.35,COD,0
101754,2024-07-06,C04936,S0296,Home & Kitchen,1330.88,Delhi,3.15,COD,0
101755,2024-03-22,C03023,S0098,Home & Kitchen,1093.32,Karnataka,4.2,Card,1
101756,2024-01-02,C00486,S0270,Home & Kitchen,620.1,Uttar Pradesh,4.05,COD,1
101757,2025-01-19,C01606,S0150,Home & Kitchen,810.21,Karnataka,4.31,UPI,1
101758,2024-10-29,C00151,S0325,Electronics,2587.45,Kerala,3.96,COD,0
101759,2024-07-15,C04354,S0172,Fashion,436.73,Gujarat,4.11,UPI,1
101760,2025-02-07,C02374,S0521,Electronics,1453.09,Karnataka,2.79,UPI,0
101761,2024-01-11,C03098,S0407,Beauty & Personal Care,295.44,Maharashtra,3.76,COD,0
101762,2024-08-21,C01017,S0384,Home & Kitchen,1201.62,Kerala,3.82,NetBanking,0
101763,2025-01-20,C03422,S0463,Fashion,593.0,West Bengal,2.85,UPI,1
101764,2024-07-13,C03878,S0021,Fashion,427.15,Maharashtra,2.43,UPI,1
101765,2025-04-15,C01232,S0311,Home & Kitchen,1115.42,Karnataka,4.48,COD,1
101766,2024-04-28,C04103,S0490,Accessories,358.6,Karnataka,3.6,COD,1
101767,2025-01-30,C02415,S0030,Fashion,891.58,Rajasthan,4.04,UPI,0
101768,2024-01-20,C01467,S0253,Home & Kitchen,1063.66,Rajasthan,3.24,COD,0
101769,2024-09-17,C00790,S0420,Beauty & Personal Care,728.71,Rajasthan,2.85,NetBanking,0
101770,2024-10-19,C04633,S0475,Beauty & Personal Care,536.11,Rajasthan,3.76,UPI,0
101771,2025-02-25,C03805,S0368,Beauty & Personal Care,414.48,Uttar Pradesh,4.39,COD,0
101772,2024-09-12,C02581,S0465,Footwear,1236.36,Karnataka,3.42,COD,1
101773,2024-08-09,C01362,S0342,Electronics,1630.9,Maharashtra,4.43,COD,0
101774,2025-01-27,C02058,S0059,Home & Kitchen,1557.63,Maharashtra,4.6,COD,0
101775,2024-08-13,C02188,S0188,Fashion,697.28,Rajasthan,4.36,Card,1
101776,2024-02-22,C01642,S0088,Fashion,565.53,Gujarat,4.07,COD,1
101777,2025-03-03,C00162,S0564,Electronics,1239.34,Rajasthan,4.6,COD,0
101778,2024-12-20,C00336,S0105,Fashion,455.0,Delhi,3.28,NetBanking,1
101779,2025-05-14,C04299,S0362,Fashion,449.47,Karnataka,3.88,COD,0
101780,2024-12-07,C03097,S0064,Electronics,1163.45,West Bengal,5.0,UPI,0
101781,2024-12-29,C00772,S0577,Footwear,894.68,Gujarat,4.79,UPI,1
101782,2024-10-06,C04749,S0430,Beauty & Personal Care,522.73,Rajasthan,4.21,COD,1
101783,2024-03-21,C04835,S0239,Accessories,325.73,West Bengal,3.95,UPI,0
101784,2024-07-20,C03411,S0413,Home & Kitchen,1446.33,Kerala,3.72,UPI,1
101785,2024-06-06,C04502,S0534,Fashion,801.43,Delhi,3.44,NetBanking,1
101786,2024-04-29,C00854,S0452,Accessories,399.95,Kerala,2.57,UPI,0
101787,2024-02-28,C00665,S0489,Beauty & Personal Care,353.5,Delhi,3.33,COD,0
101788,2025-05-08,C01985,S0065,Footwear,659.37,Delhi,3.24,COD,0
101789,2024-08-02,C01626,S0348,Electronics,1723.13,Telangana,5.0,COD,0
101790,2024-05-07,C02027,S0224,Accessories,612.95,Karnataka,3.76,COD,1
101791,2024-08-11,C04605,S0348,Fashion,480.24,Karnataka,2.84,Card,1
101792,2024-07-27,C01133,S0105,Fashion,600.31,Uttar Pradesh,3.22,UPI,1
101793,2025-01-04,C01935,S0112,Footwear,709.07,Rajasthan,4.37,UPI,0
101794,2024-04-24,C03526,S0343,Accessories,189.2,Uttar Pradesh,4.11,Card,1
101795,2024-07-27,C02590,S0526,Home & Kitchen,1759.43,Tamil Nadu,2.99,Card,1
101796,2024-01-14,C01891,S0053,Fashion,1098.38,Telangana,4.16,COD,1
101797,2024-01-09,C02133,S0030,Beauty & Personal Care,542.68,Karnataka,4.27,UPI,0
101798,2024-02-09,C01599,S0134,Accessories,279.99,Tamil Nadu,4.44,UPI,0
101799,2025-03-25,C02024,S0557,Fashion,422.26,Maharashtra,4.25,COD,0
101800,2024-08-24,C03342,S0546,Electronics,1760.02,Rajasthan,3.33,Card,0
101801,2024-10-07,C00388,S0311,Fashion,457.63,Maharashtra,3.87,COD,1
101802,2024-12-24,C04176,S0312,Electronics,2454.13,Rajasthan,3.86,COD,0
101803,2024-07-19,C00982,S0046,Footwear,768.62,Delhi,4.35,COD,1
101804,2024-09-02,C00877,S0410,Fashion,735.42,Gujarat,4.05,COD,1
101805,2024-10-04,C00067,S0455,Footwear,596.22,Telangana,3.88,UPI,0
101806,2024-08-22,C04555,S0032,Fashion,574.43,Karnataka,4.33,COD,1
101807,2025-05-08,C01057,S0327,Electronics,1471.35,Tamil Nadu,4.59,UPI,0
101808,2024-01-04,C01969,S0592,Beauty & Personal Care,409.57,Gujarat,4.38,NetBanking,0
101809,2024-06-02,C03758,S0517,Home & Kitchen,1544.99,Gujarat,4.25,NetBanking,1
101810,2025-03-17,C00972,S0470,Accessories,291.54,Karnataka,3.83,NetBanking,1
101811,2024-01-29,C04152,S0055,Accessories,322.26,West Bengal,4.06,NetBanking,1
101812,2024-04-18,C00582,S0110,Fashion,430.2,Kerala,3.82,Card,1
101813,2024-04-07,C02461,S0009,Footwear,553.02,Rajasthan,4.54,COD,1
101814,2024-08-02,C03053,S0092,Beauty & Personal Care,234.8,Gujarat,3.89,Card,0
101815,2024-10-19,C03172,S0408,Beauty & Personal Care,133.62,West Bengal,4.12,COD,1
101816,2024-03-15,C04621,S0296,Fashion,685.94,West Bengal,3.29,COD,0
101817,2024-11-21,C03961,S0064,Beauty & Personal Care,267.32,Telangana,3.8,Card,0
101818,2024-05-25,C03269,S0132,Fashion,729.21,Uttar Pradesh,4.47,COD,1
101819,2024-05-07,C02986,S0297,Home & Kitchen,1111.99,Telangana,3.03,COD,1
101820,2024-12-06,C01819,S0534,Footwear,1207.46,Rajasthan,5.0,Card,1
101821,2024-02-11,C01476,S0122,Fashion,995.05,Telangana,4.96,UPI,0
101822,2024-12-21,C01605,S0345,Electronics,1553.27,Telangana,3.59,COD,0
101823,2024-02-10,C01125,S0333,Fashion,579.37,Karnataka,4.1,COD,1
101824,2025-02-25,C04303,S0396,Fashion,857.55,Karnataka,4.84,COD,1
101825,2024-02-03,C00956,S0503,Fashion,302.3,Delhi,3.59,UPI,0
101826,2024-01-17,C03741,S0042,Home & Kitchen,1743.69,Delhi,2.81,UPI,1
101827,2024-06-13,C00655,S0293,Fashion,415.05,Kerala,4.93,COD,0
101828,2024-06-01,C00519,S0434,Electronics,1785.22,Karnataka,3.51,COD,0
101829,2025-04-30,C02275,S0193,Electronics,1364.57,Gujarat,4.94,COD,1
101830,2025-01-12,C01980,S0179,Home & Kitchen,1012.32,Telangana,3.03,COD,0
101831,2024-03-16,C04405,S0327,Electronics,1831.37,West Bengal,4.91,UPI,0
101832,2024-03-27,C02359,S0438,Fashion,486.87,Rajasthan,3.1,UPI,0
101833,2024-04-26,C00930,S0489,Electronics,1589.64,Maharashtra,3.98,NetBanking,0
101834,2024-12-27,C01833,S0061,Fashion,634.16,Telangana,5.0,Card,0
101835,2024-12-07,C02888,S0205,Electronics,1653.72,Maharashtra,3.28,UPI,0
101836,2025-04-13,C01359,S0270,Footwear,853.16,West Bengal,3.23,COD,0
101837,2024-01-27,C00215,S0563,Electronics,2269.51,Delhi,5.0,Card,0
101838,2024-11-08,C03652,S0349,Home & Kitchen,932.09,Telangana,4.39,COD,0
101839,2024-10-13,C01013,S0332,Fashion,303.32,Telangana,3.25,COD,0
101840,2024-05-13,C04839,S0087,Electronics,1839.62,Delhi,4.05,UPI,0
101841,2024-08-06,C03560,S0457,Footwear,858.09,West Bengal,4.78,Card,0
101842,2024-06-16,C00836,S0272,Fashion,621.81,Karnataka,3.25,COD,1
101843,2024-04-07,C03548,S0430,Home & Kitchen,744.26,Tamil Nadu,4.43,Card,0
101844,2024-09-24,C04814,S0077,Beauty & Personal Care,547.95,Delhi,4.74,UPI,0
101845,2024-08-24,C03659,S0507,Home & Kitchen,753.78,Gujarat,3.53,UPI,0
101846,2024-11-04,C01769,S0218,Footwear,1037.23,Uttar Pradesh,3.78,COD,0
101847,2025-03-30,C03574,S0456,Electronics,1003.5,Delhi,4.59,COD,0
101848,2025-01-28,C01824,S0049,Electronics,1834.38,Telangana,3.95,COD,1
101849,2024-06-21,C04629,S0355,Accessories,507.98,Maharashtra,3.44,COD,1
101850,2025-02-04,C02277,S0053,Electronics,3096.69,Tamil Nadu,3.65,Card,0
101851,2025-02-13,C03684,S0332,Accessories,337.79,Telangana,4.5,UPI,0
101852,2025-04-13,C02534,S0018,Beauty & Personal Care,256.44,Rajasthan,3.51,UPI,0
101853,2025-04-20,C02716,S0432,Accessories,189.79,West Bengal,4.68,COD,0
101854,2024-07-08,C00471,S0476,Beauty & Personal Care,462.7,Telangana,3.53,COD,0
101855,2024-05-01,C01618,S0297,Electronics,2212.0,Kerala,5.0,UPI,0
101856,2024-02-15,C04526,S0364,Home & Kitchen,1036.11,Delhi,3.44,UPI,1
101857,2024-03-04,C04175,S0198,Accessories,250.87,West Bengal,4.3,Card,1
101858,2024-05-09,C02249,S0557,Electronics,2243.3,Maharashtra,3.43,COD,1
101859,2024-11-05,C04585,S0077,Fashion,667.46,Delhi,4.33,UPI,1
101860,2024-12-28,C02177,S0221,Fashion,690.4,Tamil Nadu,4.47,Card,0
101861,2024-07-11,C02177,S0497,Beauty & Personal Care,360.03,Gujarat,3.31,COD,1
101862,2024-11-02,C04995,S0469,Fashion,497.15,Karnataka,3.72,NetBanking,0
101863,2024-06-29,C04162,S0509,Footwear,717.54,Tamil Nadu,3.02,COD,0
101864,2024-10-18,C01918,S0487,Footwear,847.35,Kerala,5.0,UPI,0
101865,2025-01-05,C03803,S0115,Footwear,719.73,Rajasthan,3.61,UPI,0
101866,2024-10-08,C03154,S0345,Fashion,553.97,Delhi,4.31,Card,0
101867,2024-01-29,C03578,S0299,Fashion,597.3,Uttar Pradesh,3.64,COD,1
101868,2024-05-28,C00334,S0083,Beauty & Personal Care,411.72,Maharashtra,3.61,COD,0
101869,2024-09-23,C03163,S0073,Footwear,992.47,Kerala,4.22,UPI,0
101870,2024-10-22,C01192,S0548,Accessories,383.55,Karnataka,3.89,COD,0
101871,2024-01-11,C01560,S0382,Footwear,970.38,Karnataka,4.38,UPI,0
101872,2024-06-12,C03753,S0511,Electronics,1522.45,Kerala,5.0,COD,0
101873,2024-04-22,C01834,S0087,Home & Kitchen,669.88,Gujarat,3.22,COD,1
101874,2024-07-05,C00851,S0161,Fashion,877.93,Uttar Pradesh,3.9,UPI,0
101875,2024-10-21,C01512,S0323,Accessories,344.64,Rajasthan,5.0,UPI,0
101876,2024-08-19,C00687,S0240,Home & Kitchen,664.55,Maharashtra,4.5,COD,0
101877,2024-08-14,C00519,S0127,Electronics,2132.99,Karnataka,4.75,COD,0
101878,2024-11-05,C01316,S0117,Accessories,452.38,West Bengal,4.51,UPI,1
101879,2024-04-07,C04211,S0332,Fashion,842.21,Telangana,3.58,UPI,0
101880,2024-02-24,C04496,S0259,Beauty & Personal Care,417.14,Maharashtra,4.75,COD,1
101881,2024-04-20,C03290,S0154,Electronics,1996.07,Uttar Pradesh,4.1,COD,0
101882,2024-05-31,C02362,S0409,Home & Kitchen,643.2,Uttar Pradesh,4.73,COD,0
101883,2024-09-02,C00153,S0302,Beauty & Personal Care,409.53,Uttar Pradesh,4.12,UPI,1
101884,2025-02-09,C01574,S0285,Footwear,1306.85,Delhi,4.89,UPI,0
101885,2024-03-09,C00637,S0056,Beauty & Personal Care,463.77,Karnataka,3.71,UPI,0
101886,2024-11-07,C01936,S0222,Fashion,465.92,West Bengal,3.27,UPI,1
101887,2024-10-15,C01904,S0561,Home & Kitchen,847.0,Kerala,4.09,UPI,0
101888,2024-09-06,C01983,S0225,Beauty & Personal Care,348.81,Tamil Nadu,3.83,COD,0
101889,2024-02-05,C01178,S0225,Beauty & Personal Care,417.93,Rajasthan,3.17,NetBanking,1
101890,2024-08-26,C01196,S0198,Electronics,1244.28,Karnataka,2.69,COD,1
101891,2024-05-27,C01407,S0296,Fashion,879.31,Gujarat,4.16,COD,1
101892,2025-04-11,C04525,S0348,Beauty & Personal Care,639.68,Telangana,3.74,COD,1
101893,2024-08-14,C02909,S0223,Fashion,592.35,Uttar Pradesh,5.0,COD,0
101894,2024-08-31,C02429,S0421,Beauty & Personal Care,530.17,West Bengal,3.51,COD,1
101895,2025-05-05,C01220,S0139,Electronics,1764.61,Karnataka,4.38,UPI,0
101896,2024-12-02,C04182,S0190,Electronics,672.94,Uttar Pradesh,4.31,NetBanking,0
101897,2025-03-21,C01651,S0310,Fashion,229.88,Rajasthan,4.88,COD,0
101898,2024-12-30,C02519,S0149,Accessories,370.13,Uttar Pradesh,4.17,COD,0
101899,2025-05-05,C01923,S0129,Beauty & Personal Care,671.39,Tamil Nadu,4.41,COD,0
101900,2025-04-26,C03928,S0281,Beauty & Personal Care,690.31,Karnataka,4.94,UPI,0
101901,2024-07-19,C02945,S0542,Fashion,950.41,Delhi,3.12,COD,0
101902,2024-06-02,C02469,S0219,Home & Kitchen,577.59,Uttar Pradesh,2.29,Card,1
101903,2025-03-25,C01611,S0165,Fashion,492.7,Kerala,5.0,UPI,0
101904,2024-03-13,C03671,S0237,Fashion,269.23,Kerala,3.88,NetBanking,1
101905,2024-07-19,C03710,S0018,Footwear,364.14,Gujarat,3.44,COD,1
101906,2024-10-22,C03037,S0493,Electronics,1607.42,Gujarat,3.62,COD,0
101907,2024-01-17,C01536,S0593,Electronics,2269.65,Telangana,4.08,COD,0
101908,2024-05-08,C03640,S0359,Home & Kitchen,1000.81,Rajasthan,4.19,COD,0
101909,2024-08-04,C00509,S0259,Beauty & Personal Care,381.67,Gujarat,4.46,NetBanking,0
101910,2024-03-01,C03104,S0268,Accessories,760.87,Karnataka,3.78,COD,0
101911,2025-03-02,C00688,S0035,Fashion,579.83,Uttar Pradesh,5.0,COD,1
101912,2024-04-13,C04823,S0444,Fashion,49.0,Maharashtra,4.35,COD,0
101913,2024-02-11,C00241,S0401,Fashion,583.78,Tamil Nadu,2.93,Card,1
101914,2024-01-25,C03625,S0220,Beauty & Personal Care,347.44,Karnataka,5.0,COD,0
101915,2024-02-08,C02530,S0106,Beauty & Personal Care,591.28,Delhi,3.97,COD,1
101916,2024-10-17,C04239,S0573,Footwear,598.41,Delhi,4.46,UPI,1
101917,2024-05-10,C04253,S0366,Fashion,524.8,Maharashtra,3.52,COD,0
101918,2025-05-12,C00205,S0289,Accessories,566.52,Telangana,3.39,UPI,1
101919,2024-08-16,C04302,S0049,Fashion,363.51,Uttar Pradesh,3.91,COD,1
101920,2024-04-17,C00433,S0284,Footwear,867.66,Delhi,4.39,COD,1
101921,2024-06-20,C04419,S0501,Beauty & Personal Care,410.91,Rajasthan,4.83,Card,0
101922,2025-03-10,C04197,S0155,Home & Kitchen,572.52,Karnataka,2.6,UPI,0
101923,2025-04-22,C04716,S0598,Electronics,2773.47,Delhi,4.78,UPI,0
101924,2024-04-11,C04500,S0453,Beauty & Personal Care,399.59,Kerala,1.85,NetBanking,1
101925,2024-12-19,C04207,S0480,Fashion,49.0,Tamil Nadu,4.73,UPI,0
101926,2024-01-12,C04697,S0408,Accessories,293.02,Karnataka,2.15,Card,1
101927,2024-10-01,C01129,S0225,Home & Kitchen,898.52,Rajasthan,3.94,Card,0
101928,2024-04-10,C01978,S0070,Home & Kitchen,564.26,Karnataka,4.06,COD,1
101929,2024-02-13,C02105,S0245,Beauty & Personal Care,483.42,Maharashtra,4.47,COD,0
101930,2025-03-18,C00763,S0361,Home & Kitchen,1295.78,Kerala,3.95,UPI,1
101931,2024-10-31,C00380,S0470,Electronics,1223.71,Gujarat,3.09,UPI,0
101932,2025-03-20,C03731,S0445,Fashion,762.83,West Bengal,3.7,COD,0
101933,2024-01-17,C00055,S0116,Footwear,310.12,Rajasthan,4.38,COD,1
101934,2024-11-25,C00103,S0225,Beauty & Personal Care,387.99,Karnataka,4.1,COD,1
101935,2024-02-26,C04694,S0596,Footwear,901.94,Tamil Nadu,3.81,UPI,0
101936,2024-11-06,C02033,S0536,Electronics,2962.73,Delhi,3.99,UPI,1
101937,2025-05-11,C00614,S0300,Home & Kitchen,964.01,Gujarat,5.0,UPI,0
101938,2024-10-29,C02004,S0164,Fashion,224.84,Rajasthan,2.63,COD,1
101939,2024-01-12,C04251,S0506,Footwear,550.63,Maharashtra,4.46,UPI,0
101940,2024-11-13,C02393,S0019,Fashion,322.25,West Bengal,3.33,UPI,0
101941,2024-03-20,C00227,S0389,Beauty & Personal Care,609.64,Uttar Pradesh,3.79,NetBanking,0
101942,2024-08-03,C00027,S0029,Fashion,545.27,Uttar Pradesh,2.75,Card,0
101943,2024-12-04,C02701,S0225,Fashion,1157.65,Kerala,4.43,COD,0
101944,2024-09-20,C02070,S0538,Footwear,1143.82,Tamil Nadu,3.43,Card,0
101945,2025-04-23,C04733,S0553,Accessories,136.49,Maharashtra,3.61,COD,0
101946,2024-05-28,C03344,S0439,Beauty & Personal Care,211.68,Delhi,2.54,Card,1
101947,2024-03-21,C03885,S0540,Beauty & Personal Care,406.86,Rajasthan,4.53,UPI,0
101948,2024-08-02,C01841,S0420,Fashion,733.08,Delhi,5.0,COD,0
101949,2025-04-29,C03949,S0276,Footwear,403.88,Gujarat,4.03,UPI,0
101950,2025-01-08,C03093,S0431,Beauty & Personal Care,514.27,Uttar Pradesh,4.2,Card,1
101951,2025-04-08,C04937,S0058,Fashion,702.38,Karnataka,4.87,Card,0
